Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Phone Number,Address Line 1,City,Country,Postcode,Loyalty Card,Coffee Type,Roast Type,Size,Unit Price,Profit,Weekday,Month,Year,Revenue,Total_Sold_Quantity
RYZ-14633-602,2019-02-20,14158-30713-OB,A-D-1,4,Mozelle Calcutt,mcalcuttt@baidu.com,+353 (928) 869-1762,4389 Russell Way,Rathwire,Ireland,Y25,Yes,Arabica,Dark,1.0,9.95,0.8954999999999999,Wednesday,2,2019,39.8,4.0
WOQ-36015-429,2021-09-25,51427-89175-QJ,L-M-0.2,5,Adrian Swaine,,+1 (303) 486-9517,95 Straubel Hill,Aurora,United States,80044,No,Liberica,Medium,0.2,4.365,0.56745,Saturday,9,2021,21.825000000000003,1.0
WOQ-36015-429,2021-09-25,51427-89175-QJ,A-D-0.5,6,Adrian Swaine,,+1 (303) 486-9517,95 Straubel Hill,Aurora,United States,80044,No,Arabica,Dark,0.5,5.97,0.5373,Saturday,9,2021,35.82,3.0
WOQ-36015-429,2021-09-25,51427-89175-QJ,L-M-0.5,6,Adrian Swaine,,+1 (303) 486-9517,95 Straubel Hill,Aurora,United States,80044,No,Liberica,Medium,0.5,8.73,1.1349,Saturday,9,2021,52.38,3.0
SCT-60553-454,2021-07-17,39123-12846-YJ,L-L-0.2,5,Gallard Gatheral,ggatheralx@123-reg.co.uk,,40 Clemons Place,Grand Forks,United States,58207,No,Liberica,Light,0.2,4.755,0.61815,Saturday,7,2021,23.775,1.0
GFK-52063-244,2020-06-29,44981-99666-XB,L-L-0.5,6,Una Welberry,uwelberryy@ebay.co.uk,+44 (392) 503-8132,40915 Schlimgen Park,Upton,United Kingdom,DN21,Yes,Liberica,Light,0.5,9.51,1.2363,Monday,6,2020,57.06,3.0
AMM-79521-378,2021-06-01,24825-51803-CQ,A-D-0.5,6,Faber Eilhart,feilhartz@who.int,+1 (304) 510-6095,6966 Victoria Street,Charleston,United States,25362,No,Arabica,Dark,0.5,5.97,0.5373,Tuesday,6,2021,35.82,3.0
QUQ-90580-772,2021-02-06,77634-13918-GJ,L-M-0.2,2,Zorina Ponting,zponting10@altervista.org,+1 (501) 172-1476,7118 Holmberg Court,Little Rock,United States,72204,No,Liberica,Medium,0.2,4.365,0.56745,Saturday,2,2021,8.73,0.4
LGD-24408-274,2019-04-25,13694-25001-LX,L-L-0.5,3,Silvio Strase,sstrase11@booking.com,+1 (303) 579-8015,5 Forest Lane,Denver,United States,80291,No,Liberica,Light,0.5,9.51,1.2363,Thursday,4,2019,28.53,1.5
HCT-95608-959,2020-04-25,08523-01791-TI,R-M-2.5,5,Dorie de la Tremoille,dde12@unesco.org,+1 (612) 492-5160,0817 Dennis Street,Minneapolis,United States,55458,No,Robusta,Medium,2.5,22.885,1.3730999999999998,Saturday,4,2020,114.42499999999998,12.5
OFX-99147-470,2021-11-24,49860-68865-AB,R-M-1,6,Hy Zanetto,,,469 Paget Place,Tucson,United States,85715,Yes,Robusta,Medium,1.0,9.95,0.597,Wednesday,11,2021,59.7,6.0
LUO-37559-016,2021-04-19,21240-83132-SP,L-M-1,3,Jessica McNess,,+1 (504) 545-1478,664 Erie Place,New Orleans,United States,70116,No,Liberica,Medium,1.0,14.55,1.8915,Monday,4,2021,43.650000000000006,3.0
XWC-20610-167,2022-07-07,08350-81623-TF,E-D-0.2,2,Lorenzo Yeoland,lyeoland15@pbs.org,+1 (860) 576-2887,8510 Merrick Road,Hartford,United States,6183,Yes,Excelsa,Dark,0.2,3.645,0.40095,Thursday,7,2022,7.29,0.4
GPU-79113-136,2019-05-22,73284-01385-SJ,R-D-0.2,3,Abigail Tolworthy,atolworthy16@toplist.cz,+1 (801) 722-4425,74 Shopko Way,Ogden,United States,84409,Yes,Robusta,Dark,0.2,2.685,0.1610999999999999,Wednesday,5,2019,8.055,0.6000000000000001
ULR-52653-960,2021-10-04,04152-34436-IE,L-L-2.5,2,Maurie Bartol,,+1 (617) 493-7594,7625 Starling Court,Boston,United States,2216,No,Liberica,Light,2.5,36.455,4.73915,Monday,10,2021,72.91,5.0
HPI-42308-142,2020-04-11,06631-86965-XP,E-M-0.5,2,Olag Baudassi,obaudassi18@seesaa.net,+1 (585) 356-6251,55 Dottie Court,Rochester,United States,14604,Yes,Excelsa,Medium,0.5,8.25,0.9075,Saturday,4,2020,16.5,1.0
XHI-30227-581,2022-01-31,54619-08558-ZU,L-D-2.5,6,Petey Kingsbury,pkingsbury19@comcast.net,+1 (917) 705-8224,28 Loftsgordon Place,Bronx,United States,10469,No,Liberica,Dark,2.5,29.785,3.87205,Monday,1,2022,178.70999999999998,15.0
DJH-05202-380,2019-11-07,85589-17020-CX,E-M-2.5,2,Donna Baskeyfied,,+1 (205) 923-1460,7586 Logan Avenue,Birmingham,United States,35205,Yes,Excelsa,Medium,2.5,31.625,3.47875,Thursday,11,2019,63.24999999999999,5.0
VMW-26889-781,2019-06-28,36078-91009-WU,A-L-0.2,2,Arda Curley,acurley1b@hao123.com,+1 (760) 840-3808,45098 Scott Drive,San Bernardino,United States,92415,Yes,Arabica,Light,0.2,3.885,0.3496499999999999,Friday,6,2019,7.77,0.4
DBU-81099-586,2020-09-11,15770-27099-GX,A-D-2.5,4,Raynor McGilvary,rmcgilvary1c@tamu.edu,,496 Rockefeller Court,Norfolk,United States,23514,No,Arabica,Dark,2.5,22.885,2.0596499999999995,Friday,9,2020,91.54,10.0
PQA-54820-810,2022-08-17,91460-04823-BX,A-L-1,3,Isis Pikett,ipikett1d@xinhuanet.com,+1 (202) 871-9039,5892 Hauk Drive,Washington,United States,20409,No,Arabica,Light,1.0,12.95,1.1655,Wednesday,8,2022,38.85,3.0
XKB-41924-202,2022-08-19,45089-52817-WN,L-D-0.5,2,Inger Bouldon,ibouldon1e@gizmodo.com,+1 (754) 391-4736,925 Barby Circle,Fort Lauderdale,United States,33355,No,Liberica,Dark,0.5,7.77,1.0101,Friday,8,2022,15.54,1.0
DWZ-69106-473,2019-05-15,76447-50326-IC,L-L-2.5,4,Karry Flanders,kflanders1f@over-blog.com,+353 (467) 720-7274,88 Blue Bill Park Avenue,Crumlin,Ireland,D6W,Yes,Liberica,Light,2.5,36.455,4.73915,Wednesday,5,2019,145.82,10.0
YHV-68700-050,2019-09-11,26333-67911-OL,R-M-0.5,5,Hartley Mattioli,hmattioli1g@webmd.com,,126 Valley Edge Street,Kinloch,United Kingdom,PH43,No,Robusta,Medium,0.5,5.97,0.3581999999999999,Wednesday,9,2019,29.85,2.5
YHV-68700-050,2019-09-11,26333-67911-OL,L-L-2.5,2,Hartley Mattioli,hmattioli1g@webmd.com,,126 Valley Edge Street,Kinloch,United Kingdom,PH43,No,Liberica,Light,2.5,36.455,4.73915,Wednesday,9,2019,72.91,5.0
KRB-88066-642,2021-03-16,22107-86640-SB,L-M-1,5,Archambault Gillard,agillard1i@issuu.com,+1 (419) 663-2236,97490 Susan Avenue,Toledo,United States,43666,No,Liberica,Medium,1.0,14.55,1.8915,Tuesday,3,2021,72.75,5.0
LQU-08404-173,2020-12-03,09960-34242-LZ,L-L-1,3,Salomo Cushworth,,+1 (609) 409-7044,44 Oneill Parkway,Trenton,United States,8650,No,Liberica,Light,1.0,15.85,2.0605,Thursday,12,2020,47.55,3.0
CWK-60159-881,2020-01-27,04671-85591-RT,E-D-0.2,3,Theda Grizard,tgrizard1k@odnoklassniki.ru,+1 (813) 243-2150,6 Knutson Pass,Tampa,United States,33686,Yes,Excelsa,Dark,0.2,3.645,0.40095,Monday,1,2020,10.935,0.6000000000000001
EEG-74197-843,2022-07-17,25729-68859-UA,E-L-1,4,Rozele Relton,rrelton1l@stanford.edu,+1 (850) 626-1181,2484 Reindahl Court,Pensacola,United States,32590,No,Excelsa,Light,1.0,14.85,1.6335,Sunday,7,2022,59.4,4.0
UCZ-59708-525,2022-03-04,05501-86351-NX,L-D-2.5,3,Willa Rolling,,+1 (813) 759-3534,3 Mockingbird Plaza,Zephyrhills,United States,33543,Yes,Liberica,Dark,2.5,29.785,3.87205,Friday,3,2022,89.35499999999999,7.5
HUB-47311-849,2021-12-07,04521-04300-OK,L-M-0.5,3,Stanislaus Gilroy,sgilroy1n@eepurl.com,,9120 Harbort Terrace,Saint Paul,United States,55123,Yes,Liberica,Medium,0.5,8.73,1.1349,Tuesday,12,2021,26.19,1.5
WYM-17686-694,2021-02-25,58689-55264-VK,A-D-2.5,5,Correy Cottingham,ccottingham1o@wikipedia.org,+1 (260) 764-1820,394 Logan Road,Fort Wayne,United States,46862,No,Arabica,Dark,2.5,22.885,2.0596499999999995,Thursday,2,2021,114.42499999999998,12.5
ZYQ-15797-695,2019-02-25,79436-73011-MM,R-D-0.5,5,Pammi Endacott,,+44 (177) 260-5076,5841 Atwood Lane,Wootton,United Kingdom,NN4,Yes,Robusta,Dark,0.5,5.369999999999999,0.3221999999999999,Monday,2,2019,26.849999999999994,2.5
EEJ-16185-108,2019-02-09,65552-60476-KY,L-L-0.2,5,Nona Linklater,,+1 (239) 347-9766,856 Bonner Parkway,Naples,United States,34114,Yes,Liberica,Light,0.2,4.755,0.61815,Saturday,2,2019,23.775,1.0
RWR-77888-800,2020-02-07,69904-02729-YS,A-M-0.5,1,Annadiane Dykes,adykes1r@eventbrite.com,+1 (312) 111-6203,31 Northport Terrace,Chicago,United States,60681,No,Arabica,Medium,0.5,6.75,0.6074999999999999,Friday,2,2020,6.75,0.5
LHN-75209-742,2020-03-23,01433-04270-AX,R-M-0.5,6,Felecia Dodgson,,+1 (973) 434-8662,48053 8th Crossing,Newark,United States,7104,Yes,Robusta,Medium,0.5,5.97,0.3581999999999999,Monday,3,2020,35.82,3.0
TIR-71396-998,2022-03-06,14204-14186-LA,R-D-2.5,4,Angelia Cockrem,acockrem1t@engadget.com,+1 (571) 316-8217,1 Sherman Alley,Vienna,United States,22184,Yes,Robusta,Dark,2.5,20.585,1.2351,Sunday,3,2022,82.33999999999999,10.0
RXF-37618-213,2022-04-15,32948-34398-HC,R-L-0.5,1,Belvia Umpleby,bumpleby1u@soundcloud.com,+1 (682) 627-0888,710 Prairie Rose Terrace,Fort Worth,United States,76178,Yes,Robusta,Light,0.5,7.169999999999999,0.4301999999999999,Friday,4,2022,7.169999999999999,0.5
ANM-16388-634,2021-11-19,77343-52608-FF,L-L-0.2,2,Nat Saleway,nsaleway1v@dedecms.com,+1 (323) 473-0294,0780 Anthes Plaza,Burbank,United States,91505,No,Liberica,Light,0.2,4.755,0.61815,Friday,11,2021,9.51,0.4
WYL-29300-070,2019-10-16,42770-36274-QA,R-M-0.2,1,Hayward Goulter,hgoulter1w@abc.net.au,+1 (423) 764-7751,2081 Mariners Cove Drive,Kingsport,United States,37665,No,Robusta,Medium,0.2,2.985,0.1790999999999999,Wednesday,10,2019,2.985,0.2
JHW-74554-805,2019-11-26,14103-58987-ZU,R-M-1,6,Gay Rizzello,grizzello1x@symantec.com,+44 (247) 225-8003,21 Schmedeman Crossing,Liverpool,United Kingdom,L33,Yes,Robusta,Medium,1.0,9.95,0.597,Tuesday,11,2019,59.7,6.0
KYS-27063-603,2019-06-30,69958-32065-SW,E-L-2.5,4,Shannon List,slist1y@mapquest.com,+1 (614) 279-9816,7123 Algoma Center,Columbus,United States,43231,No,Excelsa,Light,2.5,34.154999999999994,3.75705,Sunday,6,2019,136.61999999999998,10.0
GAZ-58626-277,2021-01-04,69533-84907-FA,L-L-0.2,2,Shirlene Edmondson,sedmondson1z@theguardian.com,+353 (248) 428-7978,4752 International Point,Newmarket on Fergus,Ireland,P17,No,Liberica,Light,0.2,4.755,0.61815,Monday,1,2021,9.51,0.4
RPJ-37787-335,2020-10-27,76005-95461-CI,A-M-2.5,3,Aurlie McCarl,,+1 (504) 209-2724,731 David Park,New Orleans,United States,70183,No,Arabica,Medium,2.5,25.875,2.3287499999999994,Tuesday,10,2020,77.62499999999999,7.5
LEF-83057-763,2021-06-15,15395-90855-VB,L-M-0.2,5,Alikee Carryer,,+1 (704) 799-5219,247 Helena Drive,Charlotte,United States,28230,Yes,Liberica,Medium,0.2,4.365,0.56745,Tuesday,6,2021,21.825000000000003,1.0
RPW-36123-215,2021-07-19,80640-45811-LB,E-L-0.5,2,Jennifer Rangall,jrangall22@newsvine.com,+1 (781) 512-6637,0 Grasskamp Lane,Springfield,United States,1114,Yes,Excelsa,Light,0.5,8.91,0.9801,Monday,7,2021,17.82,1.0
WLL-59044-117,2021-07-23,28476-04082-GR,R-D-1,6,Kipper Boorn,kboorn23@ezinearticles.com,+353 (359) 134-1550,9513 Meadow Ridge Parkway,Listowel,Ireland,V31,Yes,Robusta,Dark,1.0,8.95,0.5369999999999999,Friday,7,2021,53.7,6.0
AWT-22827-563,2020-01-25,12018-75670-EU,R-L-0.2,1,Melania Beadle,,+353 (569) 458-9673,4418 Quincy Terrace,Moycullen,Ireland,A41,Yes,Robusta,Light,0.2,3.5849999999999995,0.2150999999999999,Saturday,1,2020,3.5849999999999995,0.2
QLM-07145-668,2019-05-09,86437-17399-FK,E-D-0.2,2,Colene Elgey,celgey25@webs.com,+1 (432) 261-0702,45 Marcy Crossing,Midland,United States,79705,No,Excelsa,Dark,0.2,3.645,0.40095,Thursday,5,2019,7.29,0.4
HVQ-64398-930,2020-03-30,62979-53167-ML,A-M-0.5,6,Lothaire Mizzi,lmizzi26@rakuten.co.jp,+1 (214) 719-8530,74 Atwood Lane,Dallas,United States,75323,Yes,Arabica,Medium,0.5,6.75,0.6074999999999999,Monday,3,2020,40.5,3.0
WRT-40778-247,2022-03-13,54810-81899-HL,R-L-1,4,Cletis Giacomazzo,cgiacomazzo27@jigsy.com,+1 (571) 703-2064,817 Ridgeway Hill,Dulles,United States,20189,No,Robusta,Light,1.0,11.95,0.717,Sunday,3,2022,47.8,4.0
SUB-13006-125,2019-04-17,26103-41504-IB,A-L-0.5,5,Ami Arnow,aarnow28@arizona.edu,+1 (650) 238-1964,12 Oakridge Court,Oakland,United States,94627,Yes,Arabica,Light,0.5,7.77,0.6992999999999999,Wednesday,4,2019,38.85,2.5
CQM-49696-263,2019-10-25,76534-45229-SG,L-L-2.5,3,Sheppard Yann,syann29@senate.gov,+1 (719) 803-5276,4 Farmco Place,Colorado Springs,United States,80930,Yes,Liberica,Light,2.5,36.455,4.73915,Friday,10,2019,109.365,7.5
KXN-85094-246,2019-09-13,81744-27332-RR,L-M-2.5,3,Bunny Naulls,bnaulls2a@tiny.cc,+353 (809) 128-0755,595 Melby Avenue,Adare,Ireland,H54,Yes,Liberica,Medium,2.5,33.465,4.35045,Friday,9,2019,100.39499999999998,7.5
XOQ-12405-419,2020-04-12,91513-75657-PH,R-D-2.5,4,Hally Lorait,,+1 (716) 869-3749,80 Jana Avenue,Buffalo,United States,14205,Yes,Robusta,Dark,2.5,20.585,1.2351,Sunday,4,2020,82.33999999999999,10.0
HYF-10254-369,2019-11-14,30373-66619-CB,L-L-0.5,1,Zaccaria Sherewood,zsherewood2c@apache.org,+1 (209) 433-7924,1325 Jay Terrace,Fresno,United States,93715,No,Liberica,Light,0.5,9.51,1.2363,Thursday,11,2019,9.51,0.5
XXJ-47000-307,2019-07-18,31582-23562-FM,A-L-2.5,3,Jeffrey Dufaire,jdufaire2d@fc2.com,,8 Buell Junction,Fort Worth,United States,76121,No,Arabica,Light,2.5,29.785,2.6806499999999995,Thursday,7,2019,89.35499999999999,7.5
XXJ-47000-307,2019-07-18,31582-23562-FM,A-D-0.2,4,Jeffrey Dufaire,jdufaire2d@fc2.com,,8 Buell Junction,Fort Worth,United States,76121,No,Arabica,Dark,0.2,2.985,0.26865,Thursday,7,2019,11.94,0.8
ZDK-82166-357,2021-04-03,81431-12577-VD,A-M-1,3,Beitris Keaveney,bkeaveney2f@netlog.com,,67319 Redwing Parkway,Beaumont,United States,77705,No,Arabica,Medium,1.0,11.25,1.0125,Saturday,4,2021,33.75,3.0
IHN-19982-362,2021-03-29,68894-91205-MP,R-L-1,3,Elna Grise,egrise2g@cargocollective.com,,92 Becker Circle,Reno,United States,89519,No,Robusta,Light,1.0,11.95,0.717,Monday,3,2021,35.849999999999994,3.0
VMT-10030-889,2021-12-15,87602-55754-VN,A-L-1,6,Torie Gottelier,tgottelier2h@vistaprint.com,+1 (816) 743-8492,426 Division Avenue,Kansas City,United States,64136,No,Arabica,Light,1.0,12.95,1.1655,Wednesday,12,2021,77.69999999999999,6.0
NHL-11063-100,2020-05-20,39181-35745-WH,A-L-1,4,Loydie Langlais,,+353 (576) 222-5069,290 Ilene Street,Crumlin,Ireland,D6W,Yes,Arabica,Light,1.0,12.95,1.1655,Wednesday,5,2020,51.8,4.0
ROV-87448-086,2020-11-02,30381-64762-NG,A-M-2.5,4,Adham Greenhead,agreenhead2j@dailymail.co.uk,+1 (951) 797-0738,0062 Spenser Place,Corona,United States,92878,No,Arabica,Medium,2.5,25.875,2.3287499999999994,Monday,11,2020,103.5,10.0
DGY-35773-612,2020-07-25,17503-27693-ZH,E-L-1,3,Hamish MacSherry,,+1 (512) 430-4374,7 Brentwood Plaza,Austin,United States,78759,Yes,Excelsa,Light,1.0,14.85,1.6335,Saturday,7,2020,44.55,3.0
YWH-50638-556,2019-03-14,89442-35633-HJ,E-L-0.5,4,Else Langcaster,elangcaster2l@spotify.com,+44 (547) 590-3103,3658 Jenna Street,Normanton,United Kingdom,LE15,Yes,Excelsa,Light,0.5,8.91,0.9801,Thursday,3,2019,35.64,2.0
ISL-11200-600,2020-07-02,13654-85265-IL,A-D-0.2,6,Rudy Farquharson,,,30178 Claremont Road,Charlesland,Ireland,A63,Yes,Arabica,Dark,0.2,2.985,0.26865,Thursday,7,2020,17.91,1.2000000000000002
LBZ-75997-047,2019-12-17,40946-22090-FP,A-M-2.5,6,Norene Magauran,nmagauran2n@51.la,,567 Artisan Place,Fresno,United States,93762,No,Arabica,Medium,2.5,25.875,2.3287499999999994,Tuesday,12,2019,155.24999999999997,15.0
EUH-08089-954,2020-12-06,29050-93691-TS,A-D-0.2,2,Vicki Kirdsch,vkirdsch2o@google.fr,,0263 Golf Street,Saint Louis,United States,63150,No,Arabica,Dark,0.2,2.985,0.26865,Sunday,12,2020,5.97,0.4
BLD-12227-251,2021-03-04,64395-74865-WF,A-M-0.5,2,Ilysa Whapple,iwhapple2p@com.com,+1 (559) 522-1152,41598 Everett Drive,Fresno,United States,93726,No,Arabica,Medium,0.5,6.75,0.6074999999999999,Thursday,3,2021,13.5,1.0
OPY-30711-853,2021-07-17,81861-66046-SU,A-D-0.2,1,Ruy Cancellieri,,+353 (338) 743-8327,251 Welch Parkway,Confey,Ireland,A86,No,Arabica,Dark,0.2,2.985,0.26865,Saturday,7,2021,2.985,0.2
DBC-44122-300,2020-11-04,13366-78506-KP,L-M-0.2,3,Aube Follett,,+1 (614) 370-6392,8671 David Park,Columbus,United States,43210,Yes,Liberica,Medium,0.2,4.365,0.56745,Wednesday,11,2020,13.095,0.6000000000000001
FJQ-60035-234,2021-04-05,08847-29858-HN,A-L-0.2,2,Rudiger Di Bartolomeo,,+1 (209) 148-6668,7700 Melby Park,Stockton,United States,95205,Yes,Arabica,Light,0.2,3.885,0.3496499999999999,Monday,4,2021,7.77,0.4
HSF-66926-425,2020-03-01,00539-42510-RY,L-D-2.5,5,Nickey Youles,nyoules2t@reference.com,+353 (641) 846-7654,12461 Dryden Pass,Edgeworthstown,Ireland,E25,Yes,Liberica,Dark,2.5,29.785,3.87205,Sunday,3,2020,148.92499999999998,12.5
LQG-41416-375,2021-10-19,45190-08727-NV,L-D-1,3,Dyanna Aizikovitz,daizikovitz2u@answers.com,+353 (766) 141-6317,7 Northland Court,Leixlip,Ireland,A86,Yes,Liberica,Dark,1.0,12.95,1.6835,Tuesday,10,2021,38.85,3.0
